Código OACI;CIAD;Nome;Município;UF;Município Servido;UF Servido;Latitude;Longitude;LatitudeRaiz;LongitudeRaiz;Altitude;Operação Diurna;Operação Noturna;Designação 1;Comprimento 1;Largura 1;Resistência 1;Superfície 1;Designação 2;Comprimento 2;Largura 2;Resistência 2;Superfície 2;Situação;Validade do Registro;Portaria de Registro;Link Portaria
SWLC;GO0009;General Leite de Castro;RIO VERDE;Goiás;Rio Verde;Goiás;-17834722222;-50956111111;"17°50'05.0S""";"050°57'22.0W""";751;VFR;VFR;03/21;1500;30;19/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/05/2025;PA2015-1270;https://pergamum.anac.gov.br/arquivos/PA2015-1270.pdf
SBKP;SP0003;Viracopos;CAMPINAS;São Paulo;Campinas;São Paulo;-23006944444;-47134444444;"23°00'25.0S""";"047°08'04.0W""";661;VFR / IFR - CAT I;VFR / IFR - CAT I;15/33;3240;45;56/F/B/X/T;Asfalto;;;;;;Cadastrado;05/12/2028;PA2018-3677;https://pergamum.anac.gov.br/arquivos/PA2018-3677.pdf
SJRG;RS0013;Regional de Rio Grande;RIO GRANDE;Rio Grande do Sul;Rio Grande;Rio Grande do Sul;-32083333333;-52167500000;"32°05'00.0S""";"052°10'03.0W""";8;VFR;VFR;06/24;1900;30;11/F/B/Y/T;Asfalto;;;;;;Cadastrado;21/07/2030;PA2020-1743;https://pergamum.anac.gov.br/arquivos/PA2020-1743.pdf
SNXB;MG0025;Caxambu;CAXAMBU;Minas Gerais;Caxambu;Minas Gerais;-21917500000;-44969444444;"21°55'03.0S""";"044°58'10.0W""";865;VFR;VFR;09/27;1500;30;8/F/C/X/U;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1077;https://pergamum.anac.gov.br/arquivos/PA2020-1077.pdf
SBFL;SC0001;Hercílio Luz;FLORIANÓPOLIS;Santa Catarina;Florianópolis;Santa Catarina;-27670277778;-48552500000;"27°40'13.0S""";"048°33'09.0W""";5;VFR / IFR - CAT I;VFR / IFR - CAT I;03/21;1320;45;26/R/B/X/T;Concreto;14/32;2400;45;78/F/A/X/T;Asfalto;Cadastrado;27/10/2027;PA2017-3540;https://pergamum.anac.gov.br/arquivos/PA2017-3540.pdf
SBPG;PR0012;Comandante Antônio Amilton Beraldo;PONTA GROSSA;Paraná;Ponta Grossa;Paraná;-25184444444;-50143888889;"25°11'04.0S""";"050°08'38.0W""";789;VFR / IFR Não Precisão;VFR / IFR Não Precisão;08/26;1430;30;33/F/C/X/U;Asfalto;;;;;;Cadastrado;18/11/2024;PA2018-2953;https://pergamum.anac.gov.br/arquivos/PA2018-2953.pdf
SBUF;BA0007;Paulo Afonso;PAULO AFONSO;Bahia;Paulo Afonso;Bahia;-9401111111;-38251111111;"09°24'04.0S""";"038°15'04.0W""";269;VFR;VFR;14/32;1800;45;35/F/C/X/U;Asfalto;;;;;;Cadastrado;29/10/2025;PA2015-2868;https://pergamum.anac.gov.br/arquivos/PA2015-2868.pdf
SDIY;BA0013;João Durval Carneiro;FEIRA DE SANTANA;Bahia;Feira de Santana;Bahia;-12200555556;-38906388889;"12°12'02.0S""";"038°54'23.0W""";238;VFR;VFR;13/31;1500;30;30/F/A/X/T;Asfalto;;;;;;Cadastrado;11/11/2014;PA2019-0627;https://pergamum.anac.gov.br/arquivos/PA2019-0627.pdf
SNMX;ES0003;Aeródromo Público de São Mateus;SÃO MATEUS;Espírito Santo;São Mateus;Espírito Santo;-18721388889;-39833611111;"18°43'17.0S""";"039°50'01.0W""";30;VFR;VFR;08/26;1350;30;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;30/07/2025;PA2015-2013;https://pergamum.anac.gov.br/arquivos/PA2015-2013.pdf
SNCX;ES0004;Colatina;COLATINA;Espírito Santo;Colatina;Espírito Santo;-19484444444;-40584444444;"19°29'04.0S""";"040°35'04.0W""";153;VFR;VFR;15/33;1300;30;8/F/B/Y/T;Asfalto;;;;;;Cadastrado;22/05/2025;PA2019-1474;https://pergamum.anac.gov.br/arquivos/PA2019-1474.pdf
SBBW;MT0008;Barra do Garças;BARRA DO GARÇAS;Mato Grosso;Barra do Garças;Mato Grosso;-15860833333;-52389444444;"15°51'39.0S""";"052°23'22.0W""";350;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1598;30;20/F/C/Y/T;Asfalto;;;;;;Cadastrado;09/11/2026;PA2016-3033;https://pergamum.anac.gov.br/arquivos/PA2016-3033.pdf
SBSG;RN0001;Aeroporto Internacional do Rio Grande do Norte - Governador Aluizio Alves;SÃO GONÇALO DO AMARANTE;Rio Grande do Norte;Natal;Rio Grande do Norte;-5768888889;-35366388889;"05°46'08.0S""";"035°21'59.0W""";832;VFR / IFR - CAT I;VFR / IFR - CAT I;12/30;3000;60;70/F/A/X/T;Asfalto;;;;;;Cadastrado;30/05/2024;PA2014-1256;https://pergamum.anac.gov.br/arquivos/PA2014-1256.pdf
SBNF;SC0002;Navegantes / Ministro Victor Konder - Internacional;NAVEGANTES;Santa Catarina;Navegantes;Santa Catarina;-26878611111;-48650833333;"26°52'43.0S""";"048°39'03.0W""";5;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1701;45;33/F/A/X/T;Asfalto;;;;;;Cadastrado;20/12/2013;PA2013-3372;https://pergamum.anac.gov.br/arquivos/PA2013-3372.pdf
SBJV;SC0004;Lauro Carneiro de Loyola;JOINVILLE;Santa Catarina;Joinville;Santa Catarina;-26223055556;-48797777778;"26°13'23.0S""";"048°47'52.0W""";5;VFR / IFR - CAT I;VFR / IFR - CAT I;15/33;1540;45;51/F/A/W/T;Asfalto;;;;;;Cadastrado;13/04/2030;PA2020-1029;https://pergamum.anac.gov.br/arquivos/PA2020-1029.pdf
SBSP;SP0001;Congonhas;SÃO PAULO;São Paulo;São Paulo;São Paulo;-23626111111;-46656388889;"23°37'34.0S""";"046°39'23.0W""";802;VFR / IFR - CAT I;VFR / IFR - CAT I;17R/35L;1940;45;50/F/B/X/T;Asfalto;17L/35R;1495;45;38/F/B/X/U;Asfalto;Cadastrado;12/12/2024;PA2014-2980;https://pergamum.anac.gov.br/arquivos/PA2014-2980.pdf
SBMT;SP0007;Campo de Marte;SÃO PAULO;São Paulo;São Paulo;São Paulo;-23506666667;-46633888889;"23°30'24.0S""";"046°38'02.0W""";722;VFR;VFR;12/30;1600;45;16/F/C/Y/U;Asfalto;;;;;;Cadastrado;11/08/2025;PA2015-2143;https://pergamum.anac.gov.br/arquivos/PA2015-2143.pdf
SBAQ;SP0012;Bartolomeu de Gusmão;ARARAQUARA;São Paulo;Araraquara;São Paulo;-21804444444;-48140277778;"21°48'16.0S""";"048°08'25.0W""";711;VFR / IFR Não Precisão;VFR / IFR Não Precisão;17/35;1800;30;40/F/A/X/T;Asfalto;;;;;;Cadastrado;25/08/2027;PA2017-2889;https://pergamum.anac.gov.br/arquivos/PA2017-2889.pdf
SWXQ;SP0015;Lins;LINS;São Paulo;Lins;São Paulo;-21662777778;-49731111111;"21°39'46.0S""";"049°43'52.0W""";480;VFR;VFR;14/32;1700;35;30/F/B/X/T;Asfalto;;;;;;Cadastrado;16/10/2024;PA2014-2413;https://pergamum.anac.gov.br/arquivos/PA2014-2413.pdf
SWGN;TO0002;Araguaína;ARAGUAÍNA;Tocantins;Araguaína;Tocantins;-7228333333;-48240833333;"07°13'42.0S""";"048°14'27.0W""";235;VFR;VFR;09/27;1804;45;44/F/C/X/U;Asfalto;;;;;;Cadastrado;21/08/2025;PA2015-2236;https://pergamum.anac.gov.br/arquivos/PA2015-2236.pdf
SNCP;SC0181;Aeroporto Regional do Planalto Serrano;CORREIA PINTO;Santa Catarina;Lages;Santa Catarina;-27634166667;-50358333333;"27°38'03.0S""";"050°21'30.0W""";880;VFR / IFR Não Precisão;IFR Não Precisão;09/27;1802;30;57/F/B/X/T;Asfalto;;;;;;Cadastrado;05/02/2030;PA2020-0315;https://pergamum.anac.gov.br/arquivos/PA2020-0315.pdf
SSOE;SC0015;Hélio Wasum;DESCANSO;Santa Catarina;São Miguel do Oeste;Santa Catarina;-26781111111;-53503333333;"26°46'52.0S""";"053°30'12.0W""";665;VFR;VFR;17/35;1260;18;11/F/A/Y/T;Asfalto;;;;;;Cadastrado;19/05/2030;PA2020-1292;https://pergamum.anac.gov.br/arquivos/PA2020-1292.pdf
SBPL;PE0002;Senador Nilo Coelho;PETROLINA;Pernambuco;Petrolina;Pernambuco;-9367500000;-40563611111;"09°22'03.0S""";"040°33'49.0W""";384;VFR / IFR Não Precisão;VFR / IFR Não Precisão;13/31;3250;45;80/F/C/X/T;Asfalto;;;;;;Cadastrado;05/10/2021;PA2011-1907;https://pergamum.anac.gov.br/arquivos/PA2011-1907.pdf
SDZG;CE0008;Pedro Teixeira Castelo Regional Tauá;TAUÁ;Ceará;Tauá;Ceará;-5933333333;-40297500000;"05°56'00.0S""";"040°17'51.0W""";444;VFR;VFR;09/27;1200;30;7/F/C/Y/U;Asfalto;;;;;;Cadastrado;07/05/2030;PA2020-1189;https://pergamum.anac.gov.br/arquivos/PA2020-1189.pdf
SDIM;SP0033;Dr. Antonio Ribeiro Nogueira Júnior;ITANHAÉM;São Paulo;Itanhaém;São Paulo;-24164722222;-46785555556;"24°09'53.0S""";"046°47'08.0W""";3;VFR;VFR;15/33;1350;30;31/F/C/X/T;Asfalto;;;;;;Cadastrado;23/09/2030;PA2020-2423;https://pergamum.anac.gov.br/arquivos/PA2020-2423.pdf
SBJE;CE0003;Comandante Ariston Pessoa;CRUZ;Ceará;Cruz;Ceará;-2906666667;-40358055556;"02°54'24.0S""";"040°21'29.0W""";27;VFR / IFR Não Precisão;VFR / IFR Não Precisão;08/26;2200;45;62/F/B/W/T;Asfalto;;;;;;Cadastrado;03/03/2026;PA2017-3750;https://pergamum.anac.gov.br/arquivos/PA2017-3750.pdf
SBBH;MG0003;Pampulha - Carlos Drummond de Andrade;BELO HORIZONTE;Minas Gerais;Belo Horizonte;Minas Gerais;-19851944444;-43950555556;"19°51'07.0S""";"043°57'02.0W""";789;VFR / IFR Não Precisão;VFR / IFR Não Precisão;13/31;2364;45;44/F/B/X/T;Asfalto;;;;;;Cadastrado;18/04/2027;PA2017-1295;https://pergamum.anac.gov.br/arquivos/PA2017-1295.pdf
SNDV;MG0015;Brigadeiro Antônio Cabral;DIVINÓPOLIS;Minas Gerais;Divinópolis;Minas Gerais;-20181944444;-44870000000;"20°10'55.0S""";"044°52'12.0W""";795;VFR;VFR;17/35;1540;30;20/F/B/X/T;Asfalto;;;;;;Cadastrado;07/01/2026;PA2016-0019;https://pergamum.anac.gov.br/arquivos/PA2016-0019.pdf
SBVG;MG0019;Major Brigadeiro Trompowsky;VARGINHA;Minas Gerais;Varginha;Minas Gerais;-21588888889;-45473333333;"21°35'20.0S""";"045°28'24.0W""";922;VFR / IFR Não Precisão;IFR Não Precisão;04/22;2100;30;26/F/A/Y/T;Asfalto;;;;;;Cadastrado;05/12/2027;PA2017-3825;https://pergamum.anac.gov.br/arquivos/PA2017-3825.pdf
SBGV;MG0032;Coronel Altino Machado;GOVERNADOR VALADARES;Minas Gerais;Governador Valadares;Minas Gerais;-18896944444;-41986111111;"18°53'49.0S""";"041°59'10.0W""";171;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1701;30;31/F/B/X/T;Asfalto;;;;;;Cadastrado;16/04/2025;PA2015-0908;https://pergamum.anac.gov.br/arquivos/PA2015-0908.pdf
SBCY;MT0001;Marechal Rondon;VÁRZEA GRANDE;Mato Grosso;Cuiabá;Mato Grosso;-15650000000;-56117500000;"15°39'00.0S""";"056°07'03.0W""";188;VFR / IFR - CAT I;VFR / IFR - CAT I;17/35;2300;45;46/F/B/X/U;Asfalto;;;;;;Cadastrado;23/08/2028;PA2018-2575;https://pergamum.anac.gov.br/arquivos/PA2018-2575.pdf
SBSI;MT0002;Presidente João Batista Figueiredo;SINOP;Mato Grosso;Sinop;Mato Grosso;-11885000000;-55586111111;"11°53'06.0S""";"055°35'10.0W""";374;;;03/21;1630;30;36/F/A/X/T;Asfalto;;;;;;Cadastrado;06/04/2026;PA2018-2965;https://pergamum.anac.gov.br/arquivos/PA2018-2965.pdf
SBMA;PA0004;João Corrêa da Rocha;MARABÁ;Pará;Marabá;Pará;-5368055556;-49138055556;"05°22'05.0S""";"049°08'17.0W""";109;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;2000;45;40/F/C/X/U;Asfalto;;;;;;Cadastrado;17/04/2028;PA2018-1179;https://pergamum.anac.gov.br/arquivos/PA2018-1179.pdf
SBLO;PR0003;Governador José Richa;LONDRINA;Paraná;Londrina;Paraná;-23330277778;-51136666667;"23°19'49.0S""";"051°08'12.0W""";569;VFR / IFR Não Precisão;VFR / IFR Não Precisão;13/31;2100;45;43/F/B/X/T;Asfalto;;;;;;Cadastrado;25/05/2028;PA2018-1601;https://pergamum.anac.gov.br/arquivos/PA2018-1601.pdf
SSFB;PR0021;Paulo Abdala;FRANCISCO BELTRÃO;Paraná;Francisco Beltrão;Paraná;-26058888889;-53063333333;"26°03'32.0S""";"053°03'48.0W""";640;VFR;VFR;07/25;1340;30;11/F/C/Y/U;Asfalto;;;;;;Cadastrado;02/08/2028;PA2018-2357;https://pergamum.anac.gov.br/arquivos/PA2018-2357.pdf
SBRJ;RJ0002;Santos Dumont;RIO DE JANEIRO;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;-22910000000;-43162500000;"22°54'36.0S""";"043°09'45.0W""";3;VFR / IFR Não Precisão;VFR / IFR Não Precisão;02L/20R;1260;30;39/F/B/X/T;Asfalto;02R/20L;1323;42;65/F/B/X/T;Asfalto;Cadastrado;11/07/2024;PA2014-1562;https://pergamum.anac.gov.br/arquivos/PA2014-1562.pdf
SBCB;RJ0003;Cabo Frio;CABO FRIO;Rio de Janeiro;Cabo Frio;Rio de Janeiro;-22920833333;-42071388889;"22°55'15.0S""";"042°04'17.0W""";7;VFR / IFR Não Precisão;VFR / IFR Não Precisão;10/28;2550;45;76/F/C/X/T;Asfalto;;;;;;Cadastrado;17/07/2029;PA2019-2127;https://pergamum.anac.gov.br/arquivos/PA2019-2127.pdf
SBJA;SC0005;Regional Sul;JAGUARUNA;Santa Catarina;Jaguaruna;Santa Catarina;-28675277778;-49060277778;"28°40'31.0S""";"049°03'37.0W""";35;VFR / IFR Não Precisão;VFR / IFR Não Precisão;05/23;2499;30;57/F/A/X/T;Asfalto;;;;;;Cadastrado;04/02/2025;PA2015-0252;https://pergamum.anac.gov.br/arquivos/PA2015-0252.pdf
SBSR;SP0006;Professor Eriberto Manoel Reino;SÃO JOSÉ DO RIO PRETO;São Paulo;São José do Rio Preto;São Paulo;-20816111111;-49404722222;"20°48'58.0S""";"049°24'17.0W""";544;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1640;35;35/F/B/X/T;Asfalto;;;;;;Cadastrado;20/04/2028;PA2018-1262;https://pergamum.anac.gov.br/arquivos/PA2018-1262.pdf
SBSJ;SP0008;Professor Urbano Erenesto Stumpf;SÃO JOSÉ DOS CAMPOS;São Paulo;São José dos Campos;São Paulo;-23228888889;-45871111111;"23°13'44.0S""";"045°52'16.0W""";647;VFR / IFR - CAT I;VFR / IFR - CAT I;16/34;2676;45;71/F/A/X/T;Asfalto;;;;;;Cadastrado;24/10/2028;PA2018-3263;https://pergamum.anac.gov.br/arquivos/PA2018-3263.pdf
SDOU;SP0023;Jornalista Benedito Pimentel;OURINHOS;São Paulo;Ourinhos;São Paulo;-22973611111;-49911388889;"22°58'25.0S""";"049°54'41.0W""";462;VFR;VFR;16/34;1500;30;15/F/B/X/T;Asfalto;;;;;;Cadastrado;08/04/2030;PA2020-0978;https://pergamum.anac.gov.br/arquivos/PA2020-0978.pdf
SBBP;SP0036;Estadual Arthur Siqueira;BRAGANÇA PAULISTA;São Paulo;Bragança Paulista;São Paulo;-22979166667;-46537500000;"22°58'45.0S""";"046°32'15.0W""";893;VFR;VFR;16/34;1200;30;16/F/B/X/T;Asfalto;;;;;;Cadastrado;17/12/2028;PA2018-3805;https://pergamum.anac.gov.br/arquivos/PA2018-3805.pdf
SDAI;SP0047;Americana;AMERICANA;São Paulo;Americana;São Paulo;-22755277778;-47268055556;"22°45'19.0S""";"047°16'05.0W""";611;VFR;VFR;12/30;1100;18;9/F/B/X/T;Asfalto;;;;;;Cadastrado;16/01/2027;PA2017-0097;https://pergamum.anac.gov.br/arquivos/PA2017-0097.pdf
SDPE;TO0003;Porto Nacional;PORTO NACIONAL;Tocantins;Porto Nacional;Tocantins;-10716944444;-48400277778;"10°43'01.0S""";"048°24'01.0W""";265;VFR;Sem Operação;05/23;1700;30;27/F/B/X/T;Asfalto;;;;;;Cadastrado;20/02/2029;PA2019-0535;https://pergamum.anac.gov.br/arquivos/PA2019-0535.pdf
SNPY;MG0013;São Sebastião do Paraíso;SÃO SEBASTIÃO DO PARAÍSO;Minas Gerais;São Sebastião do Paraíso;Minas Gerais;-20948333333;-46983055556;"20°56'54.0S""";"046°58'59.0W""";950;VFR;VFR;05/23;1600;30;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;26/12/2029;PA2019-3901;https://pergamum.anac.gov.br/arquivos/PA2019-3901.pdf
SNOB;CE0013;Aeródromo Público de Sobral;SOBRAL;Ceará;Sobral;Ceará;-3678888889;-40336666667;"03°40'44.0S""";"040°20'12.0W""";64;VFR;VFR;10/28;1033;30;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;13/04/2030;PA2020-0984;https://pergamum.anac.gov.br/arquivos/PA2020-0984.pdf
SSZR;RS0027;Luis Alberto Lehr;SANTA ROSA;Rio Grande do Sul;Santa Rosa;Rio Grande do Sul;-27908888889;-54522222222;"27°54'32.0S""";"054°31'20.0W""";309;VFR;VFR;07/25;1200;30;8/F/A/Y/T;Asfalto;;;;;;Cadastrado;07/05/2030;PA2020-1191;https://pergamum.anac.gov.br/arquivos/PA2020-1191.pdf
SBJF;MG0016;Francisco de Assis;JUIZ DE FORA;Minas Gerais;Juiz de Fora;Minas Gerais;-21793055556;-43385555556;"21°47'35.0S""";"043°23'08.0W""";911;VFR / IFR Não Precisão;VFR / IFR Não Precisão;03/21;1535;30;32/F/A/Y/T;Asfalto;;;;;;Cadastrado;31/07/2030;PA2020-1921;https://pergamum.anac.gov.br/arquivos/PA2020-1921.pdf
SNVB;BA0008;Valença;VALENÇA;Bahia;Valença;Bahia;-13296388889;-38992500000;"13°17'47.0S""";"038°59'33.0W""";5;VFR;VFR;04/22;1800;30;55/F/B/X/T;Asfalto;;;;;;Cadastrado;22/11/2025;PA2015-3090;https://pergamum.anac.gov.br/arquivos/PA2015-3090.pdf
SNPD;MG0010;Patos de Minas;PATOS DE MINAS;Minas Gerais;Patos de Minas;Minas Gerais;-18672222222;-46491388889;"18°40'20.0S""";"046°29'29.0W""";851;VFR;VFR;09/27;1700;30;39/F/A/Y/T;Asfalto;;;;;;Cadastrado;15/03/2026;PA2016-0576;https://pergamum.anac.gov.br/arquivos/PA2016-0576.pdf
SSOL;MG0027;Lavras;LAVRAS;Minas Gerais;Lavras;Minas Gerais;-21243888889;-44969444444;"21°14'38.0S""";"044°58'10.0W""";959;VFR;VFR;05/23;1500;30;12/F/C/Y/T;Asfalto;;;;;;Cadastrado;23/11/2021;PA2011-2243;https://pergamum.anac.gov.br/arquivos/PA2011-2243.pdf
SBDO;MS0008;Dourados;DOURADOS;Mato Grosso do Sul;Dourados;Mato Grosso do Sul;-22200555556;-54925555556;"22°12'02.0S""";"054°55'32.0W""";458;VFR / IFR Não Precisão;VFR / IFR Não Precisão;06/24;1950;30;28/F/B/X/T;Asfalto;;;;;;Cadastrado;27/12/2023;PA2013-3397;https://pergamum.anac.gov.br/arquivos/PA2013-3397.pdf
SBCJ;PA0006;Carajás;PARAUAPEBAS;Pará;Parauapebas;Pará;-6115277778;-50001388889;"06°06'55.0S""";"050°00'05.0W""";629;VFR / IFR - CAT I;VFR / IFR - CAT I;10/28;2000;45;41/F/B/X/T;Asfalto;;;;;;Cadastrado;06/12/2023;PA2013-3204;https://pergamum.anac.gov.br/arquivos/PA2013-3204.pdf
SJZA;PB0004;Pedro Vieira Moreira;CAJAZEIRAS;Paraíba;Cajazeiras;Paraíba;-6882777778;-38615833333;"06°52'58.0S""";"038°36'57.0W""";335;VFR;VFR;12/30;1600;30;26/F/B/X/T;Asfalto;;;;;;Cadastrado;17/11/2026;PA2016-3365;https://pergamum.anac.gov.br/arquivos/PA2016-3365.pdf
SSGG;PR0009;Tancredo Thomas de Faria;GUARAPUAVA;Paraná;Guarapuava;Paraná;-25388333333;-51523611111;"25°23'18.0S""";"051°31'25.0W""";1065;VFR / IFR Não Precisão;VFR / IFR Não Precisão;08/26;1365;30;23/F/C/X/T;Asfalto;;;;;;Cadastrado;20/02/2029;PA2019-3943;https://pergamum.anac.gov.br/arquivos/PA2019-3943.pdf
SBPO;PR0018;Aeroporto Juvenal Loureiro Cardoso;PATO BRANCO;Paraná;Pato Branco;Paraná;-26217222222;-52694444444;"26°13'02.0S""";"052°41'40.0W""";823;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1317;30;50/F/A/X/T;Asfalto;;;;;;Cadastrado;05/04/2029;PA2019-0993;https://pergamum.anac.gov.br/arquivos/PA2019-0993.pdf
SSOG;PR0027;Arapongas;ARAPONGAS;Paraná;Arapongas;Paraná;-23355833333;-51490833333;"23°21'21.0S""";"051°29'27.0W""";792;VFR;VFR;16/34;1200;23;6/F/B/Y/U;Asfalto;;;;;;Cadastrado;20/07/2027;PA2017-2398;https://pergamum.anac.gov.br/arquivos/PA2017-2398.pdf
SBJR;RJ0005;Jacarepaguá - Roberto Marinho;RIO DE JANEIRO;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;-22987500000;-43370000000;"22°59'15.0S""";"043°22'12.0W""";3;VFR;VFR;03/21;900;30;10/F/C/Y/U;Asfalto;;;;;;Cadastrado;02/06/2027;PA2017-1808;https://pergamum.anac.gov.br/arquivos/PA2017-1808.pdf
SBCP;RJ0006;Bartolomeu Lisandro;CAMPOS DOS GOYTACAZES;Rio de Janeiro;Campos dos Goytacazes;Rio de Janeiro;-21701111111;-41307777778;"21°42'04.0S""";"041°18'28.0W""";17;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1544;45;29/F/A/X/T;Asfalto;;;;;;Cadastrado;06/09/2028;PA2018-2768;https://pergamum.anac.gov.br/arquivos/PA2018-2768.pdf
SBPK;RS0005;João Simões Lopes Neto;PELOTAS;Rio Grande do Sul;Pelotas;Rio Grande do Sul;-31716111111;-52331111111;"31°42'58.0S""";"052°19'52.0W""";18;VFR / IFR Não Precisão;VFR / IFR Não Precisão;06/24;1980;42;35/R/B/W/T;Concreto;15/33;1230;38;5700 Kg / 0.62 MPa;Terra;Cadastrado;13/11/2027;PA2017-3710;https://pergamum.anac.gov.br/arquivos/PA2017-3710.pdf
SSCK;SC0010;Olavo Cecco Rigon;CONCÓRDIA;Santa Catarina;Concórdia;Santa Catarina;-27180555556;-52051111111;"27°10'50.0S""";"052°03'04.0W""";751;VFR;VFR;15/33;1480;18;12/F/B/Y/U;Asfalto;;;;;;Cadastrado;23/10/2023;PA2013-3070;https://pergamum.anac.gov.br/arquivos/PA2013-3070.pdf
SDLP;SP0034;Municipal José Boso;LENÇÓIS PAULISTA;São Paulo;Lençóis Paulista;São Paulo;-22578333333;-48774444444;"22°34'42.0S""";"048°46'28.0W""";621;VFR;VFR;07/25;1264;20;13/F/C/Y/T;Asfalto;;;;;;Cadastrado;23/01/2027;PA2018-2894;https://pergamum.anac.gov.br/arquivos/PA2018-2894.pdf
SBGM;RO0006;Guajará-Mirim;GUAJARÁ-MIRIM;Rondônia;Guajará-Mirim;Rondônia;-10788333333;-65281666667;"10°47'18.0S""";"065°16'54.0W""";146;VFR;VFR;17/35;1795;45;30/F/C/X/U;Asfalto;;;;;;Interditado;09/04/2030;PA2020-0974;https://pergamum.anac.gov.br/arquivos/PA2020-0974.pdf
SWWA;GO0012;Porangatu;PORANGATU;Goiás;Porangatu;Goiás;-13404444444;-49157222222;"13°24'16.0S""";"049°09'26.0W""";366;VFR;VFR;14/32;1500;23;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;19/05/2030;PA2020-1293;https://pergamum.anac.gov.br/arquivos/PA2020-1293.pdf
SWKT;GO0015;Catalão;CATALÃO;Goiás;Catalão;Goiás;-18216944444;-47899444444;"18°13'01.0S""";"047°53'58.0W""";802;VFR;VFR;17/35;1520;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;21/09/2030;PA2020-2421;https://pergamum.anac.gov.br/arquivos/PA2020-2421.pdf
SDRK;SP0049;Rio Claro;RIO CLARO;São Paulo;Rio Claro;São Paulo;-22431666667;-47562500000;"22°25'54.0S""";"047°33'45.0W""";600;VFR;Sem Operação;03/21;1047;40;5600 Kg / 0.50 MPa;Terra;;;;;;Cadastrado;29/05/2028;PA2018-1635;https://pergamum.anac.gov.br/arquivos/PA2018-1635.pdf
SBIH;PA0010;Itaituba;ITAITUBA;Pará;Itaituba;Pará;-4242222222;-56000833333;"04°14'32.0S""";"056°00'03.0W""";33;VFR / IFR Não Precisão;VFR / IFR Não Precisão;05/23;1700;30;26/F/B/X/T;Asfalto;;;;;;Cadastrado;10/07/2030;PA2020-1747;https://pergamum.anac.gov.br/arquivos/PA2020-1747.pdf
SBEG;AM0001;Eduardo Gomes;MANAUS;Amazonas;Manaus;Amazonas;-3041111111;-60050555556;"03°02'28.0S""";"060°03'02.0W""";80;VFR / IFR - CAT I;VFR / IFR - CAT I;11/29;2700;45;71/F/C/X/T;Asfalto;;;;;;Cadastrado;17/07/2022;PA2012-1425;https://pergamum.anac.gov.br/arquivos/PA2012-1425.pdf
SBCT;PR0001;Aeroporto Internacional Afonso Pena;SÃO JOSÉ DOS PINHAIS;Paraná;Curitiba;Paraná;-25531666667;-49176111111;"25°31'54.0S""";"049°10'34.0W""";911;VFR / IFR - CAT II;VFR / IFR - CAT II;11/29;1798;45;33/F/A/X/T;Asfalto;15/33;2218;45;42/F/A/X/T;Asfalto;Cadastrado;20/11/2013;PA2013-3007;https://pergamum.anac.gov.br/arquivos/PA2013-3007.pdf
SBIL;BA0004;Bahia - Jorge Amado;ILHÉUS;Bahia;Ilhéus;Bahia;-14815000000;-39033333333;"14°48'54.0S""";"039°02'00.0W""";4;VFR;VFR;11/29;1577;45;50/F/B/X/T;Asfalto;;;;;;Cadastrado;23/09/2030;PA2020-2422;https://pergamum.anac.gov.br/arquivos/PA2020-2422.pdf
SBMQ;AP0001;Alberto Alcolumbre Internacional;MACAPÁ;Amapá;Macapá;Amapá;-50833333;-51070277778;"00°03'03.0N""";"051°04'13.0W""";17;VFR / IFR Não Precisão;VFR / IFR Não Precisão;08/26;2100;45;48/F/C/X/T;Asfalto;;;;;;Cadastrado;13/11/2027;PA2017-3680;https://pergamum.anac.gov.br/arquivos/PA2017-3680.pdf
SBVC;BA0005;Glauber de Andrade Rocha;VITÓRIA DA CONQUISTA;Bahia;Vitória da Conquista;Bahia;-14907777778;-40914722222;"14°54'28.0S""";"040°54'53.0W""";896;VFR / IFR Não Precisão;VFR / IFR Não Precisão;15/33;2100;45;44/F/B/X/T;Asfalto;;;;;;Cadastrado;26/12/2027;PA2019-2438;https://pergamum.anac.gov.br/arquivos/PA2019-2438.pdf
SBLE;BA0006;Horácio de Matos;LENÇÓIS;Bahia;Lençóis;Bahia;-12482222222;-41276944444;"12°28'56.0S""";"041°16'37.0W""";506;VFR;VFR;14/32;2082;30;44/R/A/W/T;Asfalto;;;;;;Cadastrado;29/10/2025;PA2015-2870;https://pergamum.anac.gov.br/arquivos/PA2015-2870.pdf
